Crisis ID,Type of Community Crisis,What,Where,When,How,Severity,Duration
9050,Public Health Emergency,health crisis,"69277 Wright Burgs Apt. 032, Amandafort, MO 19592",13-02-2020 17:52,outbreak,very high,within 36 hours
9051,Protest,strike,"PSC 0872, Box 6680, APO AP 46636",14-02-2020 18:33,march,low,within 36 hours
9052,Environmental Hazard,environmental hazard,"406 Li Oval, South Elizabeth, MA 35698",29-03-2020 08:55,environmental hazard,very high,within 36 hours
9053,Protest,march,"994 Robinson Rapid Suite 927, Jillianchester, WA 41671",08-08-2021 10:25,protest,very low,within 24 hours
9054,Crime Spree,lawlessness,"3767 Davis Place Apt. 664, South Maryside, TN 44809",18-05-2022 09:58,lawlessness,very low,within 6 hours
9055,Public Health Emergency,outbreak,"86889 Mejia Plaza Apt. 143, New Jeremyhaven, NV 04462",30-08-2022 11:10,pandemic,very high,within 6 hours
9056,Crime Spree,lawlessness,"6953 Karen Gateway Suite 991, Emilyfurt, VT 70320",14-05-2022 00:30,criminal activity,high,within 36 hours
9057,Riot,civil unrest,"8835 Hardin Locks, West Kathrynberg, PA 05101",09-06-2021 05:14,disturbance,very high,within 18 hours
9058,Civil War,warfare,"442 Lisa Mountain, Kevinfurt, MO 11754",28-09-2020 08:39,insurgency,very low,within 12 hours
9059,Crime Spree,criminal outbreak,"954 Joy Pike Apt. 134, South Carlamouth, AK 76448",29-11-2022 06:16,criminal outbreak,very low,within 36 hours
9060,Labor Strike,industrial action,"PSC 5431, Box 6135, APO AE 61988",20-05-2023 20:04,worker protest,moderate,within 24 hours
9061,Terrorist Attack,armed assault,"57486 Chad Square, West Pamelahaven, MO 68000",19-06-2021 18:30,terrorist attack,low,within 18 hours
9062,Labor Strike,industrial action,"3064 Victoria Rest Suite 608, Danielmouth, TN 15872",23-12-2023 13:12,labor dispute,very high,within 24 hours
9063,Crime Spree,lawlessness,"050 Gary Estates Suite 686, Petersenside, DC 10098",11-02-2023 20:39,criminal outbreak,very low,within 18 hours
9064,Public Health Emergency,public health emergency,"350 Salinas Viaduct Suite 171, Port Kimberlyport, MO 81990",06-08-2022 18:06,outbreak,low,within 6 hours
9065,Labor Strike,labor dispute,"906 Terrell Radial Suite 761, Port Kimberlymouth, OH 20557",26-12-2020 06:45,labor strike,low,within 48 hours
9066,Riot,uprising,"Unit 2822 Box 4477, DPO AE 45939",12-05-2023 15:49,disturbance,high,within 12 hours
9067,Public Health Emergency,health crisis,"640 Thomas Locks, Matthewburgh, NM 01489",08-03-2020 04:23,epidemic,very low,within 12 hours
9068,Public Health Emergency,pandemic,"449 Meyer Courts Suite 385, Dianachester, VT 81221",17-03-2022 05:27,pandemic,high,within 6 hours
9069,Crime Spree,criminal activity,"638 Davis Cape, North Alexstad, NE 79503",09-12-2020 12:43,criminal activity,low,within 48 hours
9070,Environmental Hazard,environmental hazard,"177 Derek Gateway Suite 090, Brewerburgh, SD 96565",06-12-2021 16:32,ecological threat,high,within 36 hours
9071,Civil War,civil war,"668 Woods Place Apt. 118, Normantown, MP 87217",05-09-2021 22:54,warfare,very high,within 18 hours
9072,Environmental Hazard,toxic contamination,"4337 Hill Hill, Patriciaside, WY 97976",25-03-2022 22:03,pollution,very high,within 6 hours
9073,Protest,protest,"075 Phillips Stravenue Apt. 913, Johnbury, ME 77799",12-03-2021 04:07,march,moderate,within 18 hours
9074,Crime Spree,criminal outbreak,"046 Alexander Walk, Annafort, MA 94153",04-12-2022 03:04,crime spree,low,within 18 hours
9075,Riot,civil unrest,"3230 Ibarra Ferry Suite 299, Amberberg, SC 91037",24-07-2022 02:36,civil unrest,very low,within 12 hours
9076,Crime Spree,criminal activity,"USNS Reynolds, FPO AE 59640",15-08-2021 15:30,crime wave,very high,within 12 hours
9077,Labor Strike,strike,"900 Nicole Lakes Apt. 787, Port Harrybury, AK 90387",11-02-2021 03:47,strike,very high,within 6 hours
9078,Public Health Emergency,outbreak,"36096 Jamie Union, Valdezhaven, OH 66113",13-04-2021 04:11,pandemic,high,within 18 hours
9079,Riot,uprising,"1520 Jackson View, Rioschester, MI 26041",30-07-2020 21:52,uprising,low,within 48 hours
9080,Public Health Emergency,epidemic,"76686 Timothy Extension, Josephburgh, MT 52559",21-07-2023 20:23,public health emergency,very high,within 12 hours
9081,Labor Strike,labor strike,"44441 Shawn Path Apt. 085, Kimside, LA 83535",23-02-2020 12:45,industrial action,moderate,within 6 hours
9082,Protest,rally,"18649 Peter Spurs, East Elizabethfort, NY 39365",16-02-2021 05:05,demonstration,low,within 24 hours
9083,Crime Spree,criminal outbreak,"52426 Moore Harbors Apt. 526, Lake Rogermouth, GU 57032",12-07-2020 16:22,crime wave,low,within 24 hours
9084,Civil War,civil war,"USNV Lopez, FPO AP 02706",25-03-2023 20:28,insurgency,high,within 24 hours
9085,Public Health Emergency,epidemic,"USS Johnson, FPO AP 65329",16-02-2024 16:12,epidemic,very high,within 18 hours
9086,Terrorist Attack,armed assault,"31039 Reynolds Manor Suite 125, Lewisfort, CO 30161",09-09-2020 02:51,armed assault,moderate,within 12 hours
9087,Riot,disturbance,"16774 Hooper Loaf Apt. 628, Jeannebury, TX 55108",26-04-2023 14:34,disturbance,high,within 6 hours
9088,Terrorist Attack,terrorism,"2517 Diana Bridge Suite 839, West Daniel, WY 25346",21-08-2023 19:41,armed assault,moderate,within 36 hours
9089,Labor Strike,worker protest,"297 Danielle Dale, West Shannon, MT 10408",04-06-2023 12:15,labor dispute,moderate,within 12 hours
9090,Riot,uprising,"5781 Newman Branch Suite 494, Gregorymouth, PR 96099",26-11-2023 11:24,civil unrest,moderate,within 6 hours
9091,Terrorist Attack,terrorist attack,"PSC 4448, Box 3968, APO AE 84251",13-02-2022 15:14,bombing,high,within 24 hours
9092,Terrorist Attack,terrorist attack,"3116 Hamilton Run, North Dawnton, RI 55822",14-03-2023 16:11,hostage crisis,very high,within 24 hours
9093,Public Health Emergency,outbreak,"44015 Allison Plains Apt. 678, New Erikaberg, KY 21674",16-02-2022 23:53,epidemic,very low,within 48 hours
9094,Terrorist Attack,terrorism,"5374 Young Corners, Sandersborough, AS 84550",07-04-2020 12:28,bombing,very low,within 48 hours
9095,Riot,disturbance,"18669 Jeffery Overpass, Michelleshire, RI 91054",05-01-2022 06:31,civil unrest,high,within 24 hours
9096,Environmental Hazard,environmental disaster,"8422 Obrien Course Suite 266, Perryfurt, FL 66260",14-03-2021 10:03,pollution,high,within 18 hours
9097,Labor Strike,worker protest,"04222 Keller Brooks, South Phillip, MI 65823",05-10-2020 16:52,industrial action,low,within 36 hours
9098,Terrorist Attack,bombing,"94734 Daniel Meadow, Burgessshire, MN 23258",21-09-2022 03:59,terrorism,very low,within 48 hours
9099,Terrorist Attack,terrorism,"Unit 5643 Box 3838, DPO AA 23836",20-06-2022 01:54,terrorism,moderate,within 18 hours
9100,Protest,rally,"33852 Eric Run Suite 809, Fosterfurt, VA 10486",04-02-2023 10:09,strike,very high,within 48 hours
9101,Terrorist Attack,terrorist attack,"193 Charles Motorway Apt. 483, Pottsside, NM 65381",10-05-2022 09:32,terrorism,low,within 6 hours
9102,Civil War,armed conflict,"48958 Shannon Lodge, Mercerfort, KY 56545",05-07-2021 17:40,armed conflict,very low,within 18 hours
9103,Labor Strike,industrial action,"4889 Robert Viaduct, New Nicole, AL 40964",12-05-2023 12:28,labor strike,low,within 36 hours
9104,Protest,strike,"28242 Hawkins Circles Apt. 784, Williamsville, OK 26297",08-08-2022 06:11,march,moderate,within 18 hours
9105,Labor Strike,industrial action,"3335 Scott Field Suite 218, North Catherineborough, IL 93051",22-01-2021 17:15,labor dispute,moderate,within 48 hours
9106,Labor Strike,labor dispute,"06308 Morgan Way Suite 034, East Justin, UT 25724",21-01-2022 15:17,labor dispute,very low,within 24 hours
9107,Terrorist Attack,terrorism,"171 Kristy Meadows Apt. 153, Williamsbury, NJ 77516",06-10-2023 13:08,terrorist attack,high,within 24 hours
9108,Public Health Emergency,public health emergency,"294 Brian Haven Suite 064, Katrinamouth, ID 35779",08-12-2021 16:58,epidemic,high,within 24 hours
9109,Civil War,warfare,"Unit 4639 Box 0666, DPO AE 71526",01-05-2022 15:55,warfare,very high,within 18 hours
9110,Public Health Emergency,outbreak,"0154 Michael Island, East Joe, VI 83418",15-02-2021 04:19,pandemic,very low,within 48 hours
9111,Public Health Emergency,epidemic,"1541 Jonathan Lodge, Lake Whitney, UT 99208",20-02-2021 20:32,health crisis,high,within 48 hours
9112,Public Health Emergency,epidemic,"8596 Troy Shoal, Prattton, MO 14824",14-07-2022 00:21,health crisis,high,within 6 hours
9113,Civil War,insurgency,"77466 Hannah Knoll, Williammouth, TX 21092",15-01-2020 10:35,insurgency,low,within 24 hours
9114,Protest,rally,"PSC 4402, Box 5406, APO AE 80901",22-11-2022 03:07,rally,very low,within 18 hours
9115,Riot,civil unrest,"496 Gilbert Land Suite 428, Brownberg, MA 29543",04-01-2021 11:48,civil unrest,low,within 48 hours
9116,Civil War,warfare,"054 Hines Islands, Jennifermouth, SD 74356",29-04-2023 07:38,insurgency,very low,within 6 hours
9117,Labor Strike,labor dispute,"63269 Lee Creek, Coleborough, UT 26614",26-05-2020 14:25,industrial action,low,within 12 hours
9118,Riot,uprising,"441 Melvin Road Suite 378, North Nicolechester, VT 75034",01-11-2022 01:49,violent protest,low,within 36 hours
9119,Civil War,civil war,"881 Danielle Islands Suite 217, East Ashleeburgh, UT 07601",21-10-2020 15:28,insurgency,moderate,within 18 hours
9120,Protest,strike,"4464 Maria Pine, Grantville, WV 64490",06-01-2022 11:42,march,low,within 6 hours
9121,Riot,uprising,"9850 Jennifer Square Suite 372, Simpsonport, SD 30049",20-07-2023 09:12,riot,very high,within 18 hours
9122,Public Health Emergency,health crisis,"38599 Jo Lake Apt. 652, South Michael, HI 66907",19-05-2021 11:53,pandemic,moderate,within 48 hours
9123,Riot,violent protest,"544 Travis Land Apt. 496, West Jenniferborough, AR 41867",01-12-2020 10:26,civil unrest,low,within 6 hours
9124,Terrorist Attack,hostage crisis,"306 Karen Dam, North Bobby, NM 97216",19-01-2024 09:29,terrorism,moderate,within 12 hours
9125,Environmental Hazard,toxic contamination,"513 Barnes Lane, Boyershire, NM 74040",05-10-2021 03:20,toxic contamination,very low,within 48 hours
9126,Terrorist Attack,armed assault,"03047 York Groves, South Kathryn, KY 41098",22-12-2021 06:20,bombing,high,within 24 hours
9127,Terrorist Attack,hostage crisis,"090 Devin Expressway Apt. 718, Rachelborough, RI 17684",14-03-2023 10:40,terrorism,low,within 48 hours
9128,Environmental Hazard,environmental disaster,"93654 Davidson Divide Apt. 696, Port Andrew, NJ 11589",23-04-2021 18:50,toxic contamination,very high,within 24 hours
9129,Crime Spree,criminal activity,"32158 Coleman Forges Suite 711, New Todd, RI 95334",08-04-2021 11:09,criminal outbreak,moderate,within 48 hours
9130,Public Health Emergency,pandemic,"44180 Renee Key, Shannontown, NC 63037",04-07-2020 20:26,public health emergency,very low,within 24 hours
9131,Civil War,armed conflict,"USS Kim, FPO AP 74561",09-02-2024 22:11,civil war,low,within 48 hours
9132,Crime Spree,criminal activity,"PSC 0420, Box 6780, APO AP 31005",11-12-2021 19:02,crime wave,very high,within 18 hours
9133,Riot,uprising,"6184 Doyle Coves, Scottville, NH 58571",24-01-2022 12:04,uprising,very high,within 24 hours
9134,Crime Spree,crime wave,"7047 James Meadow Apt. 898, New Josephmouth, MA 39860",16-09-2021 11:26,criminal activity,moderate,within 48 hours
9135,Terrorist Attack,terrorism,"2534 Wright Street, West Laurenland, AS 74419",27-01-2023 11:39,terrorist attack,very low,within 48 hours
9136,Public Health Emergency,pandemic,"844 David Trail Apt. 832, New Jeffrey, PA 19251",07-10-2022 13:46,health crisis,very high,within 36 hours
9137,Terrorist Attack,armed assault,"2311 Frank Vista, Port Paulchester, AZ 29698",18-07-2023 07:22,bombing,high,within 48 hours
9138,Civil War,warfare,"9387 Fisher Crossroad Suite 619, South Tinaborough, LA 44093",06-02-2024 08:00,insurgency,high,within 36 hours
9139,Terrorist Attack,armed assault,"PSC 4807, Box 1076, APO AP 88073",21-06-2023 17:20,bombing,moderate,within 36 hours
9140,Terrorist Attack,bombing,"PSC 4388, Box 0105, APO AP 98876",28-08-2023 07:50,bombing,high,within 12 hours
9141,Riot,violent protest,"52193 Rodriguez Drive Suite 886, South Ronaldchester, WI 95003",15-05-2023 08:57,violent protest,low,within 48 hours
9142,Crime Spree,crime spree,"1825 Martin Avenue Suite 897, West Timothy, SC 04954",23-02-2021 07:46,lawlessness,low,within 48 hours
9143,Protest,march,"87417 Krystal Flats, South Annemouth, NV 30606",08-08-2021 09:43,demonstration,very high,within 24 hours
9144,Environmental Hazard,environmental disaster,"341 Joshua Ferry, East Brucetown, PR 56414",07-03-2021 12:51,environmental disaster,very high,within 36 hours
9145,Civil War,armed conflict,"33136 Nicole Valley Apt. 935, Clairemouth, NY 39778",26-04-2022 02:07,armed conflict,very high,within 12 hours
9146,Labor Strike,industrial action,"98216 Smith Vista, Carolhaven, MO 94538",11-08-2022 15:42,worker protest,low,within 36 hours
9147,Civil War,insurgency,"053 Mitchell Shore, West Wesleychester, MI 73975",29-04-2020 14:22,conflict,low,within 48 hours
9148,Public Health Emergency,health crisis,"253 Lisa Streets Apt. 145, South Heather, NY 35721",10-10-2021 15:22,epidemic,very high,within 36 hours
9149,Protest,rally,"109 Larry Station Suite 624, Jasonshire, RI 57543",03-10-2023 07:05,protest,very low,within 48 hours
9150,Environmental Hazard,ecological threat,"0877 Jennifer Glens, New Leahfurt, SC 86801",08-02-2021 12:37,environmental hazard,high,within 24 hours
9151,Protest,rally,"627 Benton Shoal, Tonyaport, DE 79198",12-10-2022 13:46,strike,low,within 6 hours
9152,Crime Spree,criminal outbreak,"702 Jones Parkway Suite 902, Frazierburgh, CA 27082",05-05-2020 04:52,crime wave,high,within 48 hours
9153,Labor Strike,labor strike,"27833 Romero Station Apt. 626, Parkertown, FL 09828",10-07-2022 13:25,industrial action,low,within 6 hours
9154,Public Health Emergency,public health emergency,"7948 Price Fall Apt. 893, Nicholaston, MO 43454",16-01-2022 02:44,outbreak,high,within 12 hours
9155,Environmental Hazard,environmental disaster,"24014 Tamara Flats Suite 389, Port Deanna, SC 93804",12-04-2021 01:56,ecological threat,very low,within 12 hours
9156,Environmental Hazard,toxic contamination,"46526 Martinez Hill, Stevenport, KS 48595",05-01-2021 06:13,toxic contamination,very low,within 36 hours
9157,Civil War,civil war,"6672 John Stream, Erichaven, RI 70393",27-11-2023 11:35,warfare,low,within 12 hours
9158,Terrorist Attack,bombing,"PSC 7040, Box 4291, APO AP 99236",09-07-2023 07:35,armed assault,moderate,within 12 hours
9159,Protest,demonstration,"034 Stephanie Corner Apt. 308, Brittanyburgh, OH 02216",23-03-2020 17:18,march,very high,within 36 hours
9160,Terrorist Attack,armed assault,"0750 Shane Extensions Suite 405, South Rachelfurt, DC 42621",02-12-2021 13:01,bombing,high,within 6 hours
9161,Public Health Emergency,public health emergency,"1847 Wilson Trail, West Erica, TN 80831",01-04-2021 17:36,outbreak,high,within 36 hours
9162,Environmental Hazard,ecological threat,"53679 Lee Lane, New David, GU 57251",13-04-2020 15:03,environmental disaster,moderate,within 18 hours
9163,Protest,strike,"72933 Briana Groves Apt. 982, Amberton, WA 11477",10-05-2022 15:53,demonstration,high,within 24 hours
9164,Labor Strike,labor strike,"9012 Cynthia Coves Apt. 037, Aguilarview, AL 09054",05-01-2024 08:53,industrial action,very low,within 48 hours
9165,Terrorist Attack,hostage crisis,"27813 Durham Court, East Randymouth, LA 69821",16-11-2023 18:11,hostage crisis,very high,within 18 hours
9166,Terrorist Attack,terrorism,"9215 Miller Run Suite 297, Ayalaville, VT 71340",12-07-2023 15:36,bombing,very high,within 12 hours
9167,Crime Spree,criminal outbreak,"8239 Robyn Run, New William, WY 53743",11-02-2023 15:27,criminal outbreak,very low,within 12 hours
9168,Terrorist Attack,armed assault,"2278 Stacy Fall Suite 080, Cortezburgh, FM 71418",19-01-2022 07:33,terrorist attack,very high,within 12 hours
9169,Crime Spree,crime wave,"31227 Wang Ferry, Ruizstad, KY 99615",08-02-2023 15:26,crime spree,low,within 18 hours
9170,Public Health Emergency,public health emergency,"USNS Pierce, FPO AE 34232",01-08-2022 04:20,public health emergency,high,within 36 hours
9171,Terrorist Attack,terrorist attack,"1873 Brewer Roads Apt. 919, East Lauraberg, HI 63774",16-11-2023 06:47,terrorist attack,very low,within 6 hours
9172,Civil War,civil war,"15211 Vaughn Islands Suite 425, Port Emilyberg, GA 85982",01-03-2022 13:44,conflict,low,within 36 hours
9173,Protest,protest,"26226 Reid Stravenue Apt. 580, Donnafurt, IL 41073",31-05-2021 16:45,protest,moderate,within 18 hours
9174,Riot,riot,"258 Tonya Trace, West Charlesfurt, VT 22754",06-01-2023 17:34,disturbance,very high,within 18 hours
9175,Protest,demonstration,"0959 Wilson Radial Suite 200, West Evelynfurt, SD 27392",06-08-2020 07:29,protest,low,within 48 hours
9176,Protest,demonstration,"30087 Joseph Circle, Amyfurt, MO 28680",13-11-2021 13:16,protest,very high,within 12 hours
9177,Civil War,conflict,"Unit 9651 Box 1493, DPO AA 77366",02-07-2020 03:02,conflict,high,within 12 hours
9178,Labor Strike,strike,"323 Powell Flat Apt. 409, New Tamaraborough, CA 42402",25-07-2020 02:11,labor strike,very low,within 18 hours
9179,Protest,demonstration,"0051 Mills Branch, South Scottburgh, AL 73376",11-10-2020 17:00,rally,moderate,within 48 hours
9180,Civil War,insurgency,"973 Gibson Mall Suite 390, Toddfort, RI 11436",16-10-2021 03:03,warfare,high,within 18 hours
9181,Riot,uprising,"031 Scott Divide Suite 506, East Brittanytown, LA 77618",15-06-2022 05:15,violent protest,high,within 48 hours
9182,Crime Spree,lawlessness,"75318 Paul Crescent, Brooksmouth, NE 55045",22-10-2021 10:31,lawlessness,high,within 48 hours
9183,Environmental Hazard,environmental hazard,"1290 Garcia Camp, Garciatown, MT 89829",21-04-2023 09:51,environmental hazard,very high,within 36 hours
9184,Environmental Hazard,environmental hazard,"PSC 1728, Box 9648, APO AE 61754",10-06-2021 22:10,environmental hazard,low,within 24 hours
9185,Public Health Emergency,health crisis,"26179 Cody Plains, Davidfort, ID 01413",25-02-2020 08:25,pandemic,high,within 12 hours
9186,Environmental Hazard,pollution,"825 Alicia Fork, Port Wendytown, VA 52531",01-12-2020 11:33,ecological threat,moderate,within 18 hours
9187,Public Health Emergency,outbreak,"USCGC Manning, FPO AP 99552",08-09-2022 04:33,outbreak,very high,within 24 hours
9188,Labor Strike,industrial action,"91638 Mack Spur Apt. 681, New Ryan, MA 76771",04-06-2021 09:21,strike,very high,within 48 hours
9189,Terrorist Attack,armed assault,"998 Smith Lodge, Gregoryside, HI 15010",19-01-2020 06:59,terrorist attack,very low,within 36 hours
9190,Protest,march,"24234 Elizabeth Plaza Apt. 134, West Cassandraborough, CO 44814",23-02-2020 19:37,rally,low,within 6 hours
9191,Crime Spree,criminal outbreak,"36833 Kline Center Suite 359, West Raymondmouth, LA 48288",05-01-2021 13:01,criminal outbreak,high,within 6 hours
9192,Labor Strike,strike,"779 Justin Stravenue, Elizabethview, DC 24563",01-03-2021 00:24,strike,high,within 24 hours
9193,Civil War,civil war,"751 Lopez Plaza, North Bryan, VA 48334",31-05-2021 10:26,civil war,low,within 6 hours
9194,Environmental Hazard,pollution,"95540 Damon Summit Suite 576, Port Daniel, NH 23662",25-05-2022 05:12,environmental disaster,moderate,within 36 hours
9195,Civil War,insurgency,"77599 Smith Landing, Sandytown, ID 66510",22-09-2022 01:41,armed conflict,very high,within 24 hours
9196,Labor Strike,industrial action,"0727 Tara Ways, Port Johnfort, MT 91972",18-12-2020 06:45,strike,high,within 36 hours
9197,Public Health Emergency,pandemic,"315 Higgins Park Apt. 518, Port Kathyport, AZ 94763",08-08-2023 16:06,public health emergency,very high,within 24 hours
9198,Public Health Emergency,pandemic,"11293 Elizabeth Cape, Proctorburgh, SD 05073",08-12-2021 12:28,health crisis,moderate,within 6 hours
9199,Protest,protest,"22966 Ricardo Bypass Apt. 502, Port Dawnborough, PR 92292",20-05-2021 00:30,strike,very high,within 24 hours
9200,Environmental Hazard,toxic contamination,"9791 Parsons Mall Apt. 885, New Georgeport, IL 23079",16-12-2020 01:33,pollution,high,within 6 hours
9201,Riot,riot,"044 Shane Shoals Apt. 498, Port Clayton, ME 85422",24-08-2023 00:16,violent protest,very high,within 12 hours
9202,Environmental Hazard,environmental hazard,"Unit 1212 Box 8854, DPO AA 75658",13-03-2021 15:11,ecological threat,low,within 48 hours
9203,Protest,rally,"8680 Heather Viaduct Apt. 675, Jasonfort, IA 40320",17-04-2020 03:35,strike,very low,within 36 hours
9204,Protest,demonstration,"50285 Morrow Station Suite 832, East Jason, WA 58947",26-06-2023 08:46,demonstration,high,within 18 hours
9205,Labor Strike,strike,"4647 Young Branch, Kleinport, WI 71014",17-11-2023 07:53,strike,low,within 24 hours
9206,Civil War,armed conflict,"USS Owen, FPO AE 74491",04-10-2023 18:50,insurgency,very high,within 36 hours
9207,Labor Strike,labor dispute,"23764 Moore Ports, Port Michaelview, PR 98383",28-02-2020 08:01,industrial action,high,within 18 hours
9208,Civil War,civil war,"43610 Hansen Village Apt. 381, Duanebury, MA 43944",02-10-2021 20:52,insurgency,moderate,within 24 hours
9209,Protest,rally,"629 Thomas Avenue, Kimberlymouth, PR 99623",03-02-2020 04:57,march,moderate,within 48 hours
9210,Environmental Hazard,ecological threat,"911 Cheryl View, New Shawn, MN 15793",10-07-2020 07:21,ecological threat,low,within 24 hours
9211,Environmental Hazard,environmental hazard,"6361 Mccarthy Ramp, West Jennymouth, ND 20850",05-09-2020 23:49,toxic contamination,moderate,within 18 hours
9212,Riot,riot,"2503 Clark Ville, South Katherine, IN 89160",19-08-2023 15:16,disturbance,low,within 18 hours
9213,Civil War,warfare,"2093 Michael Lakes, Port Scottborough, AK 81881",16-05-2022 17:56,conflict,moderate,within 24 hours
9214,Protest,rally,"7303 Houston Mill Apt. 217, Vanessaside, NY 77995",29-04-2023 16:19,rally,high,within 24 hours
9215,Public Health Emergency,pandemic,"931 Turner Glens, West Rebekahton, VI 98480",05-05-2023 00:30,health crisis,moderate,within 24 hours
9216,Protest,strike,"84543 Chad Knolls Suite 636, East Brianton, DC 98589",28-01-2024 12:45,protest,high,within 18 hours
9217,Civil War,conflict,"380 Kelsey Neck, Thomasland, WY 73414",30-01-2022 11:25,insurgency,very high,within 12 hours
9218,Riot,disturbance,"549 Andrea Centers Apt. 934, North Brian, MS 48189",01-06-2020 19:53,disturbance,very low,within 18 hours
9219,Crime Spree,lawlessness,"40612 Washington Mountains, Lake Stevenbury, MH 32819",16-09-2023 21:28,crime spree,high,within 12 hours
9220,Civil War,civil war,"USCGC Freeman, FPO AA 80000",06-01-2024 05:40,armed conflict,high,within 12 hours
9221,Labor Strike,labor strike,"82944 Rebecca Mountain, North Jon, WV 29750",03-03-2024 02:30,industrial action,low,within 6 hours
9222,Crime Spree,crime wave,"7185 James Lock, Lake Julie, GA 14413",26-11-2022 21:47,crime spree,very high,within 6 hours
9223,Labor Strike,strike,"3153 Bartlett Junction, New Ianview, KY 06385",04-09-2020 05:45,strike,low,within 12 hours
9224,Public Health Emergency,outbreak,"829 Derek Trafficway, New Jenniferton, MS 53388",19-04-2023 11:23,public health emergency,low,within 12 hours
9225,Riot,riot,"53636 Emily Parks Suite 273, Port Gavinberg, IA 75340",21-08-2023 15:06,disturbance,very high,within 48 hours
9226,Labor Strike,labor dispute,"21866 Jones Grove, North Justin, SD 72881",08-02-2024 19:11,industrial action,very low,within 18 hours
9227,Terrorist Attack,terrorist attack,"4894 Taylor Island Apt. 057, Lake Aliceport, NV 47611",22-09-2021 21:09,bombing,high,within 24 hours
9228,Civil War,insurgency,"092 Kirk Parkway, Boydchester, IN 86763",23-07-2021 11:09,civil war,very low,within 24 hours
9229,Riot,civil unrest,"934 Joseph Squares, Dylanton, OR 36510",16-01-2020 05:43,violent protest,high,within 12 hours
9230,Protest,protest,"517 Heather Extensions Suite 684, Port Juliefort, SD 80530",09-12-2023 05:39,protest,very low,within 48 hours
9231,Labor Strike,labor strike,"923 Hill View Apt. 037, Connorbury, IN 90053",01-04-2021 08:23,labor dispute,low,within 24 hours
9232,Riot,disturbance,"745 Shelton Inlet Apt. 546, Port Tammymouth, MS 79388",23-11-2021 09:07,violent protest,very high,within 48 hours
9233,Crime Spree,criminal activity,"5943 Laura Shore, Leeburgh, VI 53189",09-09-2020 01:17,criminal activity,high,within 18 hours
9234,Public Health Emergency,health crisis,"6029 Ware Fork, Garyville, CA 72961",01-06-2022 17:51,pandemic,moderate,within 12 hours
9235,Civil War,civil war,"PSC 9857, Box 9187, APO AE 74440",02-09-2022 13:46,armed conflict,low,within 18 hours
9236,Crime Spree,crime wave,"3499 Kenneth Station, Lake Jennifermouth, MA 59292",14-12-2022 07:28,crime wave,moderate,within 48 hours
9237,Civil War,warfare,"USNS Shepherd, FPO AP 23504",18-02-2024 14:35,insurgency,low,within 36 hours
9238,Labor Strike,labor strike,"803 Matthew Haven Apt. 062, East Chloebury, MI 68971",11-01-2023 22:26,labor strike,very high,within 48 hours
9239,Civil War,insurgency,"64023 Marshall Junctions, Morrismouth, RI 48581",02-02-2021 09:42,conflict,moderate,within 24 hours
9240,Protest,protest,"961 Olson View Suite 728, Schultzstad, CA 71380",01-01-2020 09:29,demonstration,low,within 24 hours
9241,Public Health Emergency,epidemic,"094 Scott Fords Suite 010, North Cynthiabury, FM 29644",07-09-2020 21:16,epidemic,very low,within 36 hours
9242,Riot,riot,"16659 Daniel Square Suite 086, Lake Adamfurt, MT 57653",20-04-2020 17:45,uprising,very high,within 48 hours
9243,Civil War,warfare,"7381 Christopher Mountains Apt. 320, Lake Douglasville, SD 15710",06-03-2020 01:55,conflict,low,within 18 hours
9244,Public Health Emergency,pandemic,"PSC 1046, Box 5744, APO AA 56239",23-01-2021 07:15,outbreak,moderate,within 12 hours
9245,Environmental Hazard,ecological threat,"359 Harvey Drives, Lake John, LA 19825",15-09-2021 20:20,pollution,very high,within 48 hours
9246,Crime Spree,criminal activity,"21957 Parker Circles Apt. 136, North Joshuamouth, WI 43706",28-09-2021 20:39,criminal outbreak,moderate,within 48 hours
9247,Environmental Hazard,environmental disaster,"PSC 9340, Box 9144, APO AE 57493",26-05-2022 13:50,ecological threat,moderate,within 36 hours
9248,Crime Spree,lawlessness,"9153 Thompson Isle, West Anna, WY 63820",18-01-2022 04:58,lawlessness,very low,within 12 hours
9249,Riot,civil unrest,"982 Porter Ports, Brianbury, MD 65539",14-04-2023 08:03,disturbance,moderate,within 48 hours
9250,Terrorist Attack,terrorism,"Unit 8851 Box 4078, DPO AP 07090",01-03-2022 01:15,terrorist attack,high,within 24 hours
9251,Crime Spree,crime wave,"402 Peter Lake Apt. 131, Port Troy, MP 36084",02-11-2020 16:49,crime spree,very low,within 18 hours
9252,Terrorist Attack,hostage crisis,"65953 Isaac Roads, Smithburgh, AS 07755",07-10-2022 04:25,hostage crisis,high,within 12 hours
9253,Riot,riot,"4152 Jimenez Cliffs Suite 168, Port Daniellemouth, MN 10789",04-03-2022 15:11,civil unrest,moderate,within 48 hours
9254,Terrorist Attack,hostage crisis,"USNV Gonzales, FPO AE 00972",24-12-2021 04:33,bombing,very high,within 48 hours
9255,Riot,riot,"01142 Jason Walk, Abigailborough, ME 69330",05-11-2020 05:33,civil unrest,low,within 24 hours
9256,Protest,demonstration,"5577 Richard Point, Lake Claytonport, CA 81926",18-11-2023 19:39,strike,low,within 18 hours
9257,Civil War,conflict,"8504 John Light Apt. 211, New Anthony, NV 95250",21-05-2021 22:12,warfare,very high,within 18 hours
