Crisis ID,Type of Scarcity Crisis,What,Where,When,How,Severity,Duration
9496,Food Scarcity,shortage of food,"80384 Andrew Gardens Apt. 712, Michelleberg, WA 23734",02-07-2022 02:20:20,food insecurity,very low,within 48 hours
9497,Medical Supplies Scarcity,lack of medicines,"026 Gabriella Views, East Laurieburgh, HI 26227",16-06-2021 02:03:52,lack of medicines,low,within 7 hours
9498,Medical Supplies Scarcity,healthcare crisis,"6033 Williamson Via Suite 096, South Theodoremouth, ME 72770",19-07-2021 13:52:21,shortage of medical equipment,very high,within 18 hours
9499,Medical Supplies Scarcity,healthcare crisis,"6258 Jeremy Mission Suite 224, East Heatherfort, SD 71434",20-02-2022 15:56:06,lack of medicines,high,within 18 hours
9500,Energy Scarcity,energy crisis,"670 Walton Way, Lake Cynthiaburgh, IN 49826",23-03-2020 13:13:03,energy crisis,high,within 72 hours
9501,Fuel Scarcity,fuel supply disruption,"2286 White Lakes, East Cheryl, DE 27628",20-11-2023 17:45:35,shortage of fuel,very low,within 18 hours
9502,Energy Scarcity,lack of electricity,"068 James Estate Suite 147, Port Samanthaburgh, CO 89201",10-11-2023 05:05:50,energy crisis,moderate,within 18 hours
9503,Fuel Scarcity,energy crisis,"1442 Angela Lodge Suite 204, Carrollfurt, CA 55437",17-04-2020 03:21:30,fuel scarcity,high,within 9 hours
9504,Medical Supplies Scarcity,healthcare crisis,"287 Christopher Crossroad, East Ryanton, MH 42991",31-03-2024 11:19:13,medical supply shortage,very low,within 24 hours
9505,Food Scarcity,shortage of food,"1986 Cheryl Heights, Patelmouth, ND 20041",15-06-2023 19:35:49,food scarcity,very high,within 72 hours
9506,Fuel Scarcity,energy crisis,"7860 Wyatt Bridge Apt. 792, East Williamfort, WA 31395",19-02-2023 12:19:08,fuel supply disruption,high,within 48 hours
9507,Food Scarcity,food scarcity,"71103 Michael Valley, Salazarside, UT 05588",26-02-2021 22:42:23,hunger crisis,very high,within 18 hours
9508,Food Scarcity,food insecurity,"0548 Dean Drive Apt. 431, South Brianafurt, CT 49328",03-06-2020 11:37:58,famine,low,within 5 hours
9509,Water Scarcity,shortage of water,"442 Theresa Lane, Jillland, ID 37608",22-11-2021 09:49:55,lack of clean water,very low,within 12 hours
9510,Fuel Scarcity,fuel scarcity,"915 Jenna Ranch, Staceyburgh, GU 96179",26-05-2021 22:16:08,petrol shortage,very high,within 5 hours
9511,Food Scarcity,food insecurity,"39328 Lee Lock, Devonchester, ND 08825",16-12-2023 01:08:37,hunger crisis,high,within 5 hours
9512,Food Scarcity,famine,"962 Mark Pass, West Ethanmouth, NY 69913",14-03-2023 03:10:49,famine,low,within 12 hours
9513,Energy Scarcity,energy crisis,"Unit 9480 Box 8514, DPO AE 05164",05-01-2021 02:39:43,power outage,very high,within 7 hours
9514,Water Scarcity,shortage of water,"39867 Anderson Oval Suite 210, East Cassandrafort, NM 68995",10-04-2020 18:18:40,lack of clean water,very high,within 7 hours
9515,Energy Scarcity,shortage of energy,"125 Wendy Extensions Apt. 944, Richmondchester, NY 27803",23-12-2020 23:07:49,power outage,very low,within 12 hours
9516,Food Scarcity,food insecurity,"96026 Jackson Roads Suite 661, Jonathanbury, TX 07694",18-10-2021 01:47:03,food scarcity,very low,within 7 hours
9517,Water Scarcity,water scarcity,"4971 Stewart Extension, Richardton, PR 26792",17-10-2022 16:50:36,shortage of water,high,within 18 hours
9518,Food Scarcity,hunger crisis,"76525 Gregory Throughway, South David, MN 63206",28-08-2021 19:07:43,food insecurity,very low,within 18 hours
9519,Energy Scarcity,energy scarcity,"4230 Ward Mission, Marisaside, TN 19011",21-10-2021 13:04:35,energy crisis,high,within 9 hours
9520,Medical Supplies Scarcity,shortage of medical equipment,"79057 Vega Parks Apt. 883, North Sydneyhaven, AZ 58303",25-08-2021 03:15:46,lack of medicines,low,within 5 hours
9521,Energy Scarcity,energy crisis,"164 Michelle River Suite 611, East Christinafurt, FL 05285",18-08-2022 01:36:49,shortage of energy,high,within 24 hours
9522,Water Scarcity,lack of clean water,"137 Mckenzie Ferry Suite 447, West Jose, LA 38052",02-02-2020 23:41:32,drought,high,within 18 hours
9523,Fuel Scarcity,petrol shortage,"21153 Williamson Land Apt. 011, Kellyberg, DC 44186",09-04-2023 12:30:06,fuel scarcity,low,within 7 hours
9524,Water Scarcity,drought,"0401 Mills Inlet, Brittanytown, PR 44887",18-02-2021 21:57:33,water crisis,high,within 18 hours
9525,Water Scarcity,drought,"053 Sarah Hill, Pereztown, ND 59393",19-02-2024 13:39:08,lack of clean water,very high,within 9 hours
9526,Fuel Scarcity,shortage of fuel,"4664 Gray Port, Rogersport, OH 36941",19-04-2021 10:49:08,fuel supply disruption,low,within 7 hours
9527,Medical Supplies Scarcity,lack of medicines,"496 Brian Extension, Port Joseview, AS 10656",11-06-2021 03:13:12,healthcare crisis,high,within 7 hours
9528,Medical Supplies Scarcity,healthcare crisis,"88308 Ramirez Corners, Brianbury, VT 35373",08-09-2021 13:33:57,healthcare crisis,low,within 5 hours
9529,Food Scarcity,hunger crisis,"5936 King Forest, East Gary, MS 16565",22-10-2022 13:45:42,food scarcity,very low,within 24 hours
9530,Food Scarcity,famine,"609 Pamela Locks, Schwartzview, OH 35512",19-10-2023 15:24:42,hunger crisis,high,within 72 hours
9531,Food Scarcity,food insecurity,"60363 Bailey Via Apt. 865, West Devinchester, RI 78272",07-04-2022 16:53:57,food insecurity,very high,within 72 hours
9532,Food Scarcity,hunger crisis,"4620 Lynch Locks Suite 793, Wayneville, PR 26185",14-06-2021 21:41:26,food scarcity,high,within 72 hours
9533,Water Scarcity,drought,"820 Mackenzie Extension Suite 239, North Dawnport, UT 01808",19-03-2024 20:29:09,shortage of water,very high,within 7 hours
9534,Energy Scarcity,energy scarcity,"20087 Anderson Causeway, Thomastown, SC 23766",04-08-2021 07:59:53,lack of electricity,very high,within 24 hours
9535,Energy Scarcity,energy crisis,"7480 Massey Tunnel Suite 163, Lonnieshire, MT 76942",25-09-2022 08:11:35,energy scarcity,very low,within 24 hours
9536,Fuel Scarcity,fuel scarcity,"7196 Dudley Fords, Carlostown, MP 45825",31-01-2024 04:51:02,energy crisis,very high,within 12 hours
9537,Water Scarcity,shortage of water,"5337 Kimberly Plain, East John, NE 23920",23-09-2022 05:41:54,drought,high,within 24 hours
9538,Food Scarcity,hunger crisis,"538 Campbell Square Suite 519, New Jenniferview, NJ 58654",01-09-2022 19:05:09,food insecurity,low,within 24 hours
9539,Water Scarcity,shortage of water,"52736 Brooke Walks, Lake Matthewfort, MI 10137",15-03-2023 19:20:39,water scarcity,moderate,within 48 hours
9540,Food Scarcity,famine,"252 Johnson Shores, West Stacy, WV 89624",22-05-2023 15:21:51,food scarcity,moderate,within 24 hours
9541,Energy Scarcity,power outage,"79839 Burton Light, New Mark, CO 62093",08-01-2020 16:06:00,shortage of energy,very high,within 12 hours
9542,Energy Scarcity,lack of electricity,"14679 William Falls, Patriciamouth, TX 63519",01-03-2022 02:36:54,power outage,very high,within 72 hours
9543,Water Scarcity,lack of clean water,"7642 Angela Plaza, Charlesfort, PA 68314",14-04-2020 11:14:03,water scarcity,very low,within 5 hours
9544,Energy Scarcity,lack of electricity,"71612 Hayes Port Suite 337, Lake Reneebury, VI 85860",25-08-2020 18:41:55,energy crisis,very high,within 18 hours
9545,Water Scarcity,lack of clean water,"620 Jeffrey Square Apt. 457, East Kerry, OH 33166",24-12-2022 23:36:23,water scarcity,very high,within 9 hours
9546,Fuel Scarcity,petrol shortage,"014 Castillo Alley, New Charlesbury, CO 00799",20-07-2020 21:44:46,shortage of fuel,low,within 9 hours
9547,Energy Scarcity,lack of electricity,"0434 Elizabeth Drives Suite 608, Port Paul, RI 02702",13-05-2020 06:20:26,shortage of energy,moderate,within 24 hours
9548,Water Scarcity,water scarcity,"Unit 0369 Box 2824, DPO AP 45481",30-08-2022 05:11:09,water crisis,moderate,within 72 hours
9549,Food Scarcity,famine,"3704 Gardner Forks Suite 731, North Amanda, RI 56375",15-11-2023 16:23:33,famine,moderate,within 12 hours
9550,Food Scarcity,famine,"969 Roberts Plaza, South Matthewburgh, MD 07342",10-07-2022 06:13:22,hunger crisis,moderate,within 7 hours
9551,Water Scarcity,lack of clean water,"9237 Pierce Lock Suite 519, Port Andre, WY 20107",09-06-2021 22:04:28,drought,very low,within 12 hours
9552,Water Scarcity,water crisis,"767 Payne Pine Apt. 897, North Jacobbury, PA 44412",25-04-2022 20:58:34,lack of clean water,very high,within 7 hours
9553,Energy Scarcity,energy scarcity,"138 Joseph Stream Suite 007, Port Jonathon, MH 38439",03-08-2021 09:57:39,power outage,high,within 18 hours
9554,Medical Supplies Scarcity,lack of medicines,"3075 Peters Falls, North Joseph, CT 55388",30-04-2021 05:30:01,healthcare crisis,very low,within 9 hours
9555,Medical Supplies Scarcity,shortage of medical equipment,"USCGC David, FPO AP 32444",27-01-2023 19:07:57,medical supply shortage,high,within 7 hours
9556,Food Scarcity,food insecurity,"811 Silva Fall Suite 988, New Jessica, MD 91023",11-01-2022 07:26:41,shortage of food,low,within 7 hours
9557,Food Scarcity,shortage of food,"9552 King Point, Tylerside, KS 56951",17-11-2020 00:35:18,food scarcity,high,within 24 hours
9558,Medical Supplies Scarcity,medical supplies scarcity,"7146 Douglas Fall, Port William, AZ 64685",26-05-2023 08:55:45,shortage of medical equipment,moderate,within 24 hours
9559,Energy Scarcity,energy crisis,"8422 Hayley Circle Suite 156, Kirbychester, MO 65082",12-07-2020 12:20:46,lack of electricity,very low,within 18 hours
9560,Food Scarcity,food scarcity,"64758 Travis Meadows Suite 491, Chungport, ME 27972",25-05-2020 02:43:30,famine,high,within 18 hours
9561,Water Scarcity,drought,"81006 Leonard Crest, South Tracy, NY 43485",12-11-2021 14:29:38,shortage of water,very low,within 9 hours
9562,Water Scarcity,shortage of water,"8880 Robert Village, East Diamondmouth, WY 73651",05-07-2023 16:02:01,drought,moderate,within 24 hours
9563,Food Scarcity,shortage of food,"66574 John Divide, Ambertown, KS 22765",03-03-2021 03:56:00,shortage of food,low,within 5 hours
9564,Energy Scarcity,lack of electricity,"52673 Brandon Park, Port Maryberg, MO 05295",19-08-2023 06:10:57,shortage of energy,very low,within 18 hours
9565,Fuel Scarcity,petrol shortage,"92405 David Fords, Port Brianberg, NH 59672",23-03-2020 17:22:47,shortage of fuel,very high,within 72 hours
9566,Food Scarcity,hunger crisis,"18582 Deborah Divide, Lake Jesus, DE 58851",22-04-2021 20:44:54,food insecurity,moderate,within 18 hours
9567,Medical Supplies Scarcity,lack of medicines,"536 Katie Light, Mariashire, CO 20894",23-06-2021 03:25:52,healthcare crisis,low,within 12 hours
9568,Food Scarcity,food insecurity,"48609 Julie Garden, Lake Mathew, NC 34672",12-02-2022 10:11:29,famine,moderate,within 7 hours
9569,Medical Supplies Scarcity,lack of medicines,"65176 Stephanie Mountains, West Sarahberg, PR 98706",21-07-2023 01:27:41,healthcare crisis,low,within 12 hours
9570,Food Scarcity,food insecurity,"PSC 0053, Box 6118, APO AP 64812",04-05-2022 16:22:30,shortage of food,very low,within 48 hours
9571,Food Scarcity,hunger crisis,"4197 Christopher View, Heatherland, AL 58195",09-01-2021 06:58:55,food scarcity,very low,within 24 hours
9572,Medical Supplies Scarcity,lack of medicines,"13911 Mann Mountain Suite 091, Ashleyport, DC 72922",14-12-2020 02:05:15,shortage of medical equipment,low,within 5 hours
9573,Fuel Scarcity,shortage of fuel,"11384 Joseph Isle, Collinsborough, MD 92429",15-11-2023 18:54:23,energy crisis,high,within 5 hours
9574,Medical Supplies Scarcity,medical supply shortage,"238 Matthew Hollow Suite 215, South Julie, MS 30847",29-10-2023 07:58:39,lack of medicines,high,within 9 hours
9575,Fuel Scarcity,shortage of fuel,"05525 Megan Burg, Collinsshire, FM 82881",09-03-2021 19:56:13,shortage of fuel,moderate,within 18 hours
9576,Fuel Scarcity,petrol shortage,"85827 Hickman Trace Apt. 774, East Jorgeton, KS 49241",02-08-2021 03:29:52,petrol shortage,very low,within 24 hours
9577,Energy Scarcity,energy crisis,"396 Elizabeth Row, Garzafort, WY 78136",27-08-2021 15:52:45,energy scarcity,high,within 18 hours
9578,Energy Scarcity,lack of electricity,"77105 Gill Summit, Joelmouth, GU 65972",25-06-2021 07:42:32,energy crisis,very low,within 18 hours
9579,Fuel Scarcity,fuel supply disruption,"41937 Ruiz Turnpike Suite 306, Charlesside, VI 31967",11-11-2023 08:22:34,fuel scarcity,very low,within 18 hours
9580,Fuel Scarcity,fuel supply disruption,"019 Walsh Parks Apt. 729, New Justin, NH 06568",24-03-2024 16:54:03,fuel scarcity,moderate,within 9 hours
9581,Medical Supplies Scarcity,medical supply shortage,"3772 Holland Burgs Apt. 237, South Nataliefort, OK 15506",08-03-2024 15:11:24,shortage of medical equipment,moderate,within 12 hours
9582,Water Scarcity,lack of clean water,"Unit 2279 Box 1083, DPO AE 79376",31-12-2021 10:55:32,lack of clean water,moderate,within 72 hours
9583,Energy Scarcity,lack of electricity,"48359 Elizabeth Avenue Suite 976, Krystalhaven, VT 76015",13-02-2022 09:08:13,energy scarcity,very low,within 18 hours
9584,Fuel Scarcity,fuel supply disruption,"669 Todd Park Suite 992, Port David, ID 86422",29-09-2023 07:01:26,petrol shortage,low,within 9 hours
9585,Food Scarcity,food insecurity,"370 Jessica Forest Apt. 363, Jennifermouth, AL 23773",03-04-2022 13:23:23,food insecurity,high,within 48 hours
9586,Water Scarcity,water crisis,"13936 Deborah Fields, Turnershire, WA 35472",27-09-2023 19:53:35,water crisis,very low,within 7 hours
9587,Water Scarcity,water scarcity,"PSC 4023, Box 1629, APO AE 31851",24-03-2024 17:35:47,lack of clean water,very low,within 24 hours
9588,Energy Scarcity,energy crisis,"80735 Trevor Islands, East Christopher, AK 42418",08-12-2020 02:53:39,lack of electricity,moderate,within 18 hours
9589,Food Scarcity,shortage of food,"222 Richard Stream, Ryanchester, MP 89363",02-09-2022 07:14:28,food insecurity,very high,within 48 hours
9590,Energy Scarcity,power outage,"755 Nancy Trail Apt. 389, Melissahaven, CT 72973",18-03-2020 17:34:19,shortage of energy,very low,within 9 hours
9591,Fuel Scarcity,shortage of fuel,"797 Chris Fall Apt. 213, New Kathleenburgh, AR 46985",04-08-2020 20:59:04,energy crisis,moderate,within 18 hours
9592,Water Scarcity,water crisis,"5526 Schultz Trail Apt. 156, Sandersfort, MT 53401",27-09-2022 22:31:47,water scarcity,low,within 48 hours
9593,Energy Scarcity,lack of electricity,"62716 Erin Falls Suite 090, Cohenmouth, MA 36422",09-11-2022 15:38:04,shortage of energy,very low,within 5 hours
9594,Food Scarcity,food scarcity,"67792 Bryan Village, Jonesfort, DC 24967",20-10-2022 10:04:23,shortage of food,low,within 18 hours
9595,Medical Supplies Scarcity,medical supplies scarcity,"1675 Brian Green, Kathrynfurt, NY 47212",13-12-2020 05:03:59,medical supplies scarcity,very high,within 24 hours
9596,Medical Supplies Scarcity,healthcare crisis,"609 Erika Hill Suite 053, Amyborough, IA 45507",25-11-2022 08:00:24,medical supplies scarcity,high,within 48 hours
9597,Medical Supplies Scarcity,medical supplies scarcity,"USS Powers, FPO AE 90681",27-03-2024 21:19:18,medical supply shortage,very high,within 18 hours
9598,Fuel Scarcity,energy crisis,"65670 Stanley Springs Suite 562, West Pamela, NC 92196",25-06-2021 14:44:14,energy crisis,low,within 24 hours
9599,Energy Scarcity,lack of electricity,"Unit 5257 Box 5831, DPO AA 02773",15-11-2022 15:47:05,lack of electricity,very high,within 24 hours
9600,Energy Scarcity,lack of electricity,"47838 Vickie Turnpike, Robertstad, VA 43546",08-11-2020 06:49:03,lack of electricity,very low,within 72 hours
9601,Medical Supplies Scarcity,medical supplies scarcity,"8759 Emily Trace, Wendymouth, ID 74061",06-01-2022 16:57:21,medical supply shortage,high,within 18 hours
9602,Energy Scarcity,power outage,"51471 Melissa Mews Apt. 716, South Alec, NV 17968",17-04-2020 01:13:09,energy scarcity,low,within 18 hours
9603,Water Scarcity,water scarcity,"501 Mcdonald Knolls Apt. 479, Johnsonburgh, VI 08768",27-05-2022 02:28:47,drought,moderate,within 72 hours
9604,Energy Scarcity,energy crisis,"8864 Kane Way, Lake Brandi, RI 40061",03-07-2023 08:04:10,energy scarcity,low,within 12 hours
9605,Medical Supplies Scarcity,lack of medicines,"90506 Aguilar Streets Apt. 241, Gomezbury, DC 47844",23-12-2021 11:56:21,medical supply shortage,very high,within 48 hours
9606,Fuel Scarcity,fuel supply disruption,"88783 Kayla Falls Apt. 872, Wallschester, PW 34033",26-02-2021 01:29:01,energy crisis,very low,within 7 hours
9607,Energy Scarcity,energy crisis,"651 Scott Shoal, North Charles, MP 81919",15-03-2021 23:15:54,shortage of energy,very high,within 7 hours
9608,Water Scarcity,drought,"47462 Jefferson Ridge, Jayview, AL 67197",08-02-2021 23:56:53,lack of clean water,high,within 7 hours
9609,Energy Scarcity,lack of electricity,"4409 Kayla Expressway Apt. 824, Port Melanie, GA 07241",04-01-2024 02:44:40,energy crisis,very high,within 18 hours
9610,Fuel Scarcity,energy crisis,"15819 Cynthia Inlet, New Jessica, VI 10995",10-06-2022 23:46:33,fuel scarcity,very high,within 18 hours
9611,Medical Supplies Scarcity,shortage of medical equipment,"365 Skinner Walks, Schwartzmouth, DC 49531",17-06-2022 01:48:34,lack of medicines,moderate,within 18 hours
9612,Fuel Scarcity,shortage of fuel,"923 Hill Stream, Jordanville, ND 62952",23-06-2020 23:10:15,fuel scarcity,moderate,within 7 hours
9613,Food Scarcity,food insecurity,"07654 Brown Roads, Adamchester, MT 21543",03-02-2024 23:35:23,famine,high,within 48 hours
9614,Energy Scarcity,energy crisis,"04673 Chavez Fort, West David, MT 71751",23-11-2020 00:49:36,shortage of energy,moderate,within 72 hours
9615,Energy Scarcity,shortage of energy,"2122 Johnson Mission Suite 839, New Chad, VA 42506",20-11-2020 22:20:48,energy scarcity,high,within 18 hours
9616,Food Scarcity,food scarcity,"7237 Anna Lights Suite 188, Port Eugenechester, SD 77205",23-09-2021 02:34:20,famine,moderate,within 72 hours
9617,Water Scarcity,drought,"91032 Phyllis Inlet, North Erika, HI 06716",18-03-2020 19:42:56,shortage of water,very high,within 18 hours
9618,Food Scarcity,shortage of food,"858 Hoffman Lane Apt. 078, Williamsshire, MN 61060",04-12-2020 12:37:27,food insecurity,high,within 12 hours
9619,Medical Supplies Scarcity,shortage of medical equipment,"Unit 8354 Box 9295, DPO AP 26654",07-12-2020 04:39:57,medical supplies scarcity,moderate,within 24 hours
9620,Medical Supplies Scarcity,medical supplies scarcity,"605 Kelly River Suite 796, West Matthewland, SC 53092",13-07-2020 00:59:40,shortage of medical equipment,moderate,within 5 hours
9621,Fuel Scarcity,fuel scarcity,"03535 Cody Heights, North Yvette, MH 19755",22-02-2021 11:07:12,fuel supply disruption,moderate,within 7 hours
9622,Water Scarcity,water scarcity,"7587 Coleman Village, East Stacy, MA 38581",04-04-2023 01:55:30,water crisis,moderate,within 7 hours
9623,Food Scarcity,food scarcity,"330 Bennett Ford, West Melanie, FM 12783",21-06-2023 09:50:36,food insecurity,high,within 48 hours
9624,Water Scarcity,water scarcity,"254 Roberts Lights Apt. 130, West Terrence, WY 51487",04-03-2021 04:22:43,lack of clean water,high,within 7 hours
9625,Food Scarcity,food insecurity,"9386 Phillips Valleys Suite 089, Lake Tommyport, MP 60117",03-05-2022 06:17:26,hunger crisis,very low,within 18 hours
9626,Fuel Scarcity,shortage of fuel,"803 Laurie Summit Apt. 488, North Natashamouth, DC 40787",07-02-2020 13:55:24,fuel supply disruption,very low,within 5 hours
9627,Energy Scarcity,energy crisis,"PSC 2638, Box 0918, APO AP 67960",06-04-2022 04:09:25,shortage of energy,very high,within 7 hours
9628,Fuel Scarcity,fuel scarcity,"77581 Davis Gardens Apt. 159, New Richard, PW 97891",08-02-2022 07:53:45,fuel scarcity,high,within 5 hours
9629,Energy Scarcity,energy crisis,"974 Shelby Plain, South Danielleborough, IN 24878",11-04-2023 22:46:54,power outage,moderate,within 7 hours
9630,Medical Supplies Scarcity,shortage of medical equipment,"Unit 0642 Box 5618, DPO AA 86390",11-11-2023 11:07:52,healthcare crisis,moderate,within 72 hours
9631,Energy Scarcity,energy scarcity,"764 Chambers Trafficway Suite 574, Port Richardborough, SC 28557",15-12-2023 13:37:25,shortage of energy,very high,within 5 hours
9632,Medical Supplies Scarcity,healthcare crisis,"2012 Marshall Camp Suite 846, Wellsland, NV 33278",10-03-2024 00:14:56,healthcare crisis,high,within 72 hours
9633,Food Scarcity,famine,"8531 Dustin Lodge, Johnsonburgh, NY 81692",06-05-2021 15:41:19,hunger crisis,very low,within 12 hours
9634,Water Scarcity,lack of clean water,"9722 Phillips Inlet, Douglasburgh, MI 63412",24-08-2023 22:44:25,drought,high,within 48 hours
9635,Food Scarcity,food insecurity,"13331 Sheila Crossing, West Nicole, ME 73973",24-09-2022 16:36:54,food insecurity,moderate,within 5 hours
9636,Medical Supplies Scarcity,lack of medicines,"3601 Kelsey Unions, Wagnerland, GU 99374",12-05-2021 01:46:38,shortage of medical equipment,low,within 5 hours
9637,Energy Scarcity,power outage,"0447 Michael Freeway, Lake Stephanieview, UT 77082",12-07-2022 00:44:18,energy scarcity,low,within 7 hours
9638,Energy Scarcity,lack of electricity,"65237 Knight Via, Pierceburgh, KY 02553",28-04-2023 02:19:08,energy crisis,very low,within 24 hours
9639,Water Scarcity,water scarcity,"94407 Yolanda Drives Apt. 235, Velasquezside, OR 61270",30-08-2021 11:22:25,drought,very low,within 9 hours
9640,Energy Scarcity,shortage of energy,"37041 Trevor Lane, North Victor, VI 69389",16-06-2023 20:37:38,power outage,very high,within 18 hours
9641,Fuel Scarcity,fuel scarcity,"6641 Mariah Row Apt. 871, Leeside, ID 80588",05-12-2021 10:14:58,fuel scarcity,low,within 5 hours
9642,Medical Supplies Scarcity,medical supplies scarcity,"10656 Kari Cape, Lake Christopher, FL 02367",02-04-2022 18:37:52,medical supply shortage,very low,within 12 hours
9643,Medical Supplies Scarcity,medical supplies scarcity,"Unit 8169 Box 3053, DPO AA 69751",30-01-2020 20:06:50,medical supply shortage,very high,within 9 hours
9644,Fuel Scarcity,fuel supply disruption,"7048 John Trafficway, West Troyport, DE 96847",29-01-2023 08:01:18,fuel supply disruption,very low,within 12 hours
9645,Water Scarcity,shortage of water,"4801 Peterson Trail, Taylorfort, NV 22752",18-02-2022 17:42:04,shortage of water,high,within 18 hours
9646,Fuel Scarcity,shortage of fuel,"159 Stephanie Centers, Lake Sheri, HI 41990",24-08-2020 14:39:09,energy crisis,very high,within 72 hours
9647,Energy Scarcity,lack of electricity,"9269 Page Orchard, New Stevenmouth, PW 57975",15-10-2022 06:51:02,energy scarcity,moderate,within 72 hours
9648,Energy Scarcity,lack of electricity,"7371 Duncan Mill Apt. 077, Port Christopherport, GA 40390",02-03-2022 03:31:53,energy scarcity,moderate,within 72 hours
9649,Fuel Scarcity,shortage of fuel,"169 Mitchell Cove Suite 587, Albertberg, AK 82905",12-08-2022 03:45:24,fuel supply disruption,high,within 12 hours
9650,Medical Supplies Scarcity,shortage of medical equipment,"2206 Weaver Valley Suite 508, Benjaminside, DC 97778",08-04-2020 23:08:36,lack of medicines,very high,within 48 hours
9651,Medical Supplies Scarcity,shortage of medical equipment,"70058 Little Rest Apt. 297, Port Cristian, AS 72621",22-11-2020 22:03:16,healthcare crisis,very low,within 12 hours
9652,Water Scarcity,water crisis,"9819 Larry Ramp, Port Heidiberg, MI 55352",20-06-2020 01:53:25,shortage of water,very low,within 9 hours
9653,Food Scarcity,food scarcity,"75711 Andrew Tunnel Apt. 807, South Richard, MA 61536",18-01-2021 06:22:46,famine,moderate,within 7 hours
9654,Food Scarcity,famine,"244 Mckee Forge, Elizabethton, LA 04826",19-04-2022 03:06:53,famine,high,within 5 hours
9655,Energy Scarcity,energy crisis,"6942 Amber Groves, Dylantown, SC 69931",20-12-2021 19:35:08,energy crisis,very low,within 48 hours
9656,Food Scarcity,food scarcity,"693 Preston Square Suite 402, South Douglasland, MI 51624",07-11-2020 19:27:04,hunger crisis,low,within 12 hours
9657,Energy Scarcity,power outage,"083 Shields Neck Suite 277, Randallport, WV 35590",10-05-2020 00:11:21,energy scarcity,low,within 48 hours
9658,Water Scarcity,water crisis,"8268 John Summit Suite 060, East Kenneth, WV 77099",06-04-2024 00:27:47,water scarcity,very high,within 72 hours
9659,Energy Scarcity,lack of electricity,"8582 Lewis Harbors, West Walterburgh, TX 21358",28-08-2022 21:37:44,shortage of energy,moderate,within 9 hours
9660,Medical Supplies Scarcity,medical supply shortage,"5640 Beasley Plaza Apt. 834, Sheilafort, MN 09827",01-12-2021 18:05:10,medical supplies scarcity,very high,within 12 hours
9661,Energy Scarcity,energy crisis,"3698 Michael Causeway, North Josephchester, DC 90134",31-10-2022 03:46:15,shortage of energy,high,within 24 hours
9662,Fuel Scarcity,energy crisis,"2391 Kevin Valley Apt. 367, Port Oscarstad, AZ 43387",18-03-2020 11:05:36,shortage of fuel,low,within 18 hours
9663,Food Scarcity,food scarcity,"209 Cynthia Courts, South Caleb, NH 60404",09-05-2021 12:07:00,hunger crisis,low,within 72 hours
9664,Energy Scarcity,energy crisis,"66655 Cain Ferry, Hannahburgh, LA 89787",29-10-2021 02:08:08,power outage,very high,within 12 hours
9665,Energy Scarcity,energy crisis,"4892 Timothy Place Apt. 607, West Vanessafort, TN 43579",16-12-2023 18:40:57,energy scarcity,moderate,within 12 hours
9666,Medical Supplies Scarcity,healthcare crisis,"4636 Lee Cliff, Lake Lesliemouth, SD 98765",14-12-2023 20:17:40,lack of medicines,low,within 48 hours
9667,Energy Scarcity,energy scarcity,"5348 Hansen Stream, Lake Michaelview, FM 61361",18-09-2023 22:43:21,lack of electricity,high,within 7 hours
9668,Water Scarcity,shortage of water,"24456 Laura Cliff, Smithbury, CO 35461",12-03-2023 02:40:07,drought,high,within 24 hours
9669,Fuel Scarcity,shortage of fuel,"129 Kevin Views, Davidmouth, CA 82848",16-03-2020 19:03:39,shortage of fuel,low,within 9 hours
9670,Medical Supplies Scarcity,medical supplies scarcity,"24628 Mark Mission, Lambmouth, CO 03297",26-11-2021 09:03:00,healthcare crisis,low,within 48 hours
9671,Medical Supplies Scarcity,lack of medicines,"72281 David Points Suite 698, South Stacy, MP 01278",10-05-2020 22:40:11,shortage of medical equipment,very high,within 5 hours
9672,Energy Scarcity,energy crisis,"9235 Alexandria Prairie, Jonathanhaven, NY 66429",25-12-2020 09:26:16,energy scarcity,high,within 18 hours
9673,Fuel Scarcity,fuel supply disruption,"9237 Christopher Stravenue Suite 638, Robyntown, WI 30921",16-02-2022 20:33:10,fuel scarcity,very high,within 24 hours
9674,Energy Scarcity,power outage,"PSC 6099, Box 9289, APO AA 74399",18-05-2022 11:32:46,shortage of energy,very high,within 18 hours
9675,Water Scarcity,drought,"23645 Paul Cove, New Danielton, PR 55947",17-07-2023 03:38:39,water scarcity,moderate,within 5 hours
9676,Water Scarcity,drought,"9050 Shannon Keys Suite 405, Lake Williamhaven, MN 65518",04-10-2020 05:53:46,shortage of water,high,within 24 hours
9677,Water Scarcity,water scarcity,"34519 Edward Inlet, Amandamouth, IA 84621",27-09-2020 19:29:44,water crisis,very high,within 12 hours
9678,Medical Supplies Scarcity,healthcare crisis,"Unit 3043 Box 3670, DPO AA 24616",17-04-2020 22:33:35,medical supplies scarcity,high,within 18 hours
9679,Fuel Scarcity,petrol shortage,"PSC 5833, Box 7468, APO AA 92459",31-01-2023 07:14:51,energy crisis,very high,within 72 hours
9680,Medical Supplies Scarcity,healthcare crisis,"38199 Gaines Walks Suite 014, Staffordside, ME 60994",11-01-2020 14:13:21,shortage of medical equipment,moderate,within 7 hours
